lncRNA,score
AC144450.1,4.32E-06
RP3-510D11.2,4.32E-06
RP11-540O11.4,4.32E-06
RP11-950C14.3,4.32E-06
RP11-345M22.1,4.32E-06
RP11-328C8.4,4.32E-06
EGFR-AS1,4.32E-06
RP11-709D24.6,4.32E-06
RP3-414A15.2,4.31E-06
LINC00359,4.31E-06
hsa-mir-6723,4.31E-06
NONHSAG043183,4.31E-06
XXyac-YX65C7_A.2,4.31E-06
RP11-27M24.1,4.31E-06
CTC-462L7.1,4.30E-06
AC017048.3,4.30E-06
RP11-247A12.2,4.30E-06
CTD-2562J17.2,4.30E-06
AC015849.2,4.30E-06
RP11-313F23.4,4.30E-06
LINC00159,4.30E-06
AP006621.5,4.30E-06
NAV2-AS2,4.30E-06
RP13-726E6.2,4.29E-06
NONHSAG038894,4.29E-06
RASSF8-AS1,4.29E-06
RP11-265N6.2,4.29E-06
RP5-837M10.4,4.29E-06
NONHSAG043792,4.28E-06
RP11-560G2.1,4.28E-06
RP11-1081L13.4,4.28E-06
RP11-1252I4.2,4.28E-06
RP11-266K22.2,4.27E-06
CTB-31O20.8,4.27E-06
RP11-266N13.2,4.27E-06
RBFADN,4.27E-06
RP11-380M21.4,4.27E-06
CTD-2336O2.1,4.27E-06
AC008592.7,4.27E-06
RP11-466L17.1,4.26E-06
RP11-242P2.1,4.26E-06
RP3-405J10.4,4.26E-06
CTB-113P19.3,4.26E-06
RP11-245P10.8,4.26E-06
RP11-177F15.1,4.26E-06
RP11-265D17.2,4.25E-06
RP11-627D16.1,4.25E-06
RP11-729M20.1,4.25E-06
WDFY3-AS2,4.25E-06
LINC00970,4.25E-06
RP11-133F8.2,4.25E-06
LOC645166,4.25E-06
AC137932.5,4.25E-06
RP11-95P2.1,4.25E-06
RP5-935K16.1,4.24E-06
RP11-283I3.6,4.24E-06
RP11-556I14.2,4.24E-06
RP11-178L8.5,4.23E-06
RP11-379J5.5,4.23E-06
RP11-172F10.1,4.23E-06
RP11-398G24.2,4.23E-06
AC010761.13,4.23E-06
MSH2,4.23E-06
RMDN2-AS1,4.23E-06
RP11-360L9.7,4.23E-06
RP6-1O2.1,4.23E-06
CTD-2587M2.1,4.22E-06
RP11-879F14.3,4.22E-06
CTB-178M22.1,4.22E-06
RP11-1379J22.2,4.22E-06
RP11-664H17.1,4.22E-06
CTD-2555C10.3,4.22E-06
AC226119.5,4.22E-06
CTC-453G23.8,4.22E-06
RP11-540O11.7,4.22E-06
AC008753.6,4.21E-06
RP11-281P23.2,4.21E-06
AL035610.2,4.21E-06
RP11-197M22.2,4.21E-06
RP11-10N23.4,4.21E-06
HAND2-AS1,4.21E-06
RP11-514D23.3,4.20E-06
RP11-254F7.2,4.20E-06
RP5-1103B4.3,4.20E-06
RP11-406A9.2,4.20E-06
RP11-552F3.9,4.20E-06
DLGAP1-AS4,4.19E-06
RP11-556N21.4,4.19E-06
RP11-977B10.2,4.19E-06
RP11-402C9.1,4.19E-06
CTD-2023M8.1,4.19E-06
ADARB2-AS1,4.19E-06
RP11-112J3.15,4.19E-06
STAG2,4.19E-06
AL132709.5,4.19E-06
RP11-364C11.2,4.19E-06
LPP-AS2,4.19E-06
RP11-528G1.2,4.19E-06
RP11-849N15.4,4.19E-06
RP11-349I1.2,4.18E-06
RP5-1142A6.8,4.18E-06
RP4-541C22.5,4.18E-06
RP5-1050D4.2,4.18E-06
RP11-540A21.2,4.18E-06
RP11-459E5.1,4.18E-06
RP11-545P7.4,4.18E-06
NONHSAG012658,4.18E-06
HCCAT3,4.17E-06
CTD-2517M22.16,4.17E-06
CTD-2555K7.2,4.17E-06
CTD-2021H9.2,4.17E-06
CSTF3-AS1,4.17E-06
RP11-284M14.1,4.17E-06
CTD-2547H18.1,4.17E-06
AC005307.1,4.17E-06
LINC00173,4.17E-06
RP11-613M10.6,4.17E-06
RP1-34M23.5,4.17E-06
RP11-358B23.5,4.17E-06
AC004870.3,4.17E-06
RP11-198M11.2,4.17E-06
AP000233.4,4.16E-06
CTB-32H22.1,4.16E-06
AC004901.1,4.16E-06
RP11-867G23.12,4.16E-06
LINC00499,4.16E-06
RN7SL412P,4.16E-06
RP11-1129I3.1,4.16E-06
RP11-325B23.2,4.16E-06
RP11-789C2.1,4.16E-06
RP11-631F7.1,4.16E-06
GOLGA6L5,4.16E-06
RP11-121M22.1,4.16E-06
RP11-376O6.2,4.16E-06
RP11-566H8.3,4.16E-06
TRMT2B-AS1,4.16E-06
CNOT10-AS1,4.15E-06
RP1-159A19.4,4.15E-06
RP11-172E9.2,4.15E-06
NONHSAG012566,4.15E-06
RP11-429P3.3,4.15E-06
RP11-352M15.1,4.15E-06
NONHSAG004391,4.15E-06
RP11-945C19.1,4.14E-06
AC091729.9,4.14E-06
CDC27,4.14E-06
RP11-388G22.1,4.14E-06
RP11-176N18.2,4.14E-06
RP11-290F20.1,4.14E-06
RP11-707A18.1,4.14E-06
RP11-365O16.6,4.14E-06
RP11-523O18.1,4.13E-06
FER1L6-AS2,4.13E-06
RP11-403A21.1,4.13E-06
RP11-422J15.1,4.13E-06
RP11-395G23.3,4.13E-06
NONHSAG006189,4.13E-06
NONHSAG039347,4.13E-06
CTC-254B4.1,4.13E-06
UBAC2-AS1,4.13E-06
CMC1,4.13E-06
RP11-365N19.2,4.13E-06
AC098820.3,4.13E-06
CTD-2116N24.1,4.12E-06
AC007383.3,4.12E-06
RP11-554A11.8,4.12E-06
RP11-17A4.2,4.12E-06
RP11-600K15.1,4.12E-06
RP11-108E14.1,4.12E-06
RP11-166N17.1,4.12E-06
RP11-262A12.1,4.12E-06
CTD-3074O7.5,4.12E-06
RP11-151A6.4,4.12E-06
RP5-1115A15.1,4.11E-06
RPS24,4.11E-06
RP5-965F6.2,4.11E-06
AC005355.1,4.11E-06
RP11-557H15.4,4.11E-06
CTA-339C12.1,4.11E-06
TMEM254-AS1,4.11E-06
RP11-361F15.2,4.11E-06
RP11-1070N10.5,4.11E-06
RP11-167H9.4,4.10E-06
AC005532.5,4.10E-06
RP11-706J10.2,4.10E-06
RP4-758J18.10,4.10E-06
RP11-430H10.4,4.10E-06
RP11-680F20.9,4.10E-06
LINC00290,4.10E-06
AC078941.1,4.10E-06
NONHSAG002702,4.10E-06
MIR1-2,4.10E-06
RP11-426C22.5,4.10E-06
CT64,4.09E-06
RP11-120K9.2,4.09E-06
RP11-752G15.3,4.09E-06
TM4SF19-AS1,4.08E-06
RP11-806L2.6,4.08E-06
RP4-798C17.6,4.08E-06
AC011526.1,4.08E-06
RP11-496I9.1,4.08E-06
CTD-2524L6.3,4.08E-06
UCK2,4.08E-06
RP11-466I1.1,4.08E-06
NONHSAG049895,4.08E-06
NONHSAG040858,4.07E-06
RP11-554D15.3,4.07E-06
RP11-446H18.5,4.07E-06
RP11-109D20.1,4.07E-06
BVES-AS1,4.07E-06
RP11-946L20.4,4.07E-06
RP11-221J22.1,4.06E-06
AC104809.4,4.06E-06
RP11-157P1.5,4.06E-06
RP11-1064E11.1,4.06E-06
RP11-386D6.1,4.06E-06
RP4-569M23.2,4.06E-06
RP11-436K8.1,4.06E-06
RP11-135A1.3,4.06E-06
STPG2-AS1,4.06E-06
PRSS51,4.06E-06
RP11-697E22.1,4.05E-06
AF131216.6,4.05E-06
RP11-632F7.3,4.05E-06
RP11-594C13.1,4.05E-06
RP11-26J3.1,4.05E-06
CAHM,4.05E-06
CTD-2037K23.2,4.05E-06
PSMG3-AS1,4.05E-06
RP11-540B6.6,4.05E-06
RP11-727A23.7,4.05E-06
AC004535.2,4.05E-06
AP000692.9,4.05E-06
RP11-230G5.2,4.04E-06
RP11-307P5.2,4.04E-06
RP11-736K20.6,4.04E-06
MRVI1-AS1,4.04E-06
CTB-131B5.5,4.04E-06
RP4-798A10.2,4.04E-06
CLRN1-AS1,4.03E-06
WASF3-AS1,4.03E-06
AC016644.1,4.03E-06
RP11-968O1.5,4.03E-06
PCAT7,4.03E-06
RP11-822E23.2,4.03E-06
RP11-359P5.1,4.03E-06
RP4-802A10.1,4.03E-06
SIPA1L1,4.03E-06
CTD-2572N17.1,4.03E-06
RP11-65D24.1,4.03E-06
RP11-431M7.2,4.03E-06
AD001527.7,4.03E-06
RP11-148I19.1,4.03E-06
RP11-20E24.1,4.03E-06
ALKBH3-AS1,4.02E-06
RP11-101O21.1,4.02E-06
AC003102.3,4.02E-06
TMEM44-AS1,4.02E-06
NONHSAG006570,4.02E-06
RP11-274B18.4,4.02E-06
RP11-745C15.2,4.02E-06
RP11-804F13.1,4.02E-06
RP11-397A16.1,4.02E-06
RP11-411K7.1,4.01E-06
RP1-168P16.1,4.01E-06
RP11-2E17.1,4.01E-06
RP11-162G9.1,4.01E-06
AC005237.4,4.01E-06
RP11-279F6.3,4.01E-06
AC007392.3,4.01E-06
RP11-256I9.3,4.00E-06
RP11-297D21.4,4.00E-06
FGF14-IT1,4.00E-06
RP11-441O15.3,4.00E-06
RP5-827C21.2,4.00E-06
RP11-28G8.1,4.00E-06
RP11-119D9.1,4.00E-06
PHKA2-AS1,4.00E-06
RP11-245P10.4,3.99E-06
AC006160.8,3.99E-06
RP11-150C16.1,3.99E-06
RP11-15E18.1,3.99E-06
AC018717.1,3.99E-06
RP11-758M4.4,3.99E-06
KHDC1,3.99E-06
RP1-59D14.5,3.99E-06
AL133168.3,3.99E-06
RP11-370I10.6,3.98E-06
NONHSAG024681,3.98E-06
LINC00243,3.98E-06
CTD-2560E9.3,3.98E-06
NONHSAG001753,3.98E-06
NONHSAG034830,3.97E-06
FARP1-AS1,3.97E-06
AC007255.8,3.97E-06
RP11-307E17.8,3.97E-06
NONHSAG048876,3.97E-06
CTD-2503O16.4,3.97E-06
RP11-514P8.2,3.97E-06
NONHSAG012433,3.97E-06
CTC-359M8.1,3.97E-06
RP11-400N13.1,3.97E-06
RP11-234K24.3,3.97E-06
AC093627.9,3.97E-06
RP11-46C24.6,3.97E-06
AC073316.1,3.97E-06
CTB-161M19.4,3.97E-06
CTB-58E17.1,3.97E-06
RP1-27K12.2,3.97E-06
CTD-2506J14.1,3.96E-06
RP11-145F16.2,3.96E-06
CTB-50L17.9,3.96E-06
RP11-390B4.5,3.96E-06
PRKAR2A-AS1,3.96E-06
NONHSAG038845,3.96E-06
RP11-85M11.2,3.96E-06
RP11-492A10.1,3.96E-06
E2F3-IT1,3.96E-06
CTD-2350C19.1,3.96E-06
AC009410.1,3.96E-06
RP11-508N12.2,3.96E-06
RP11-755F10.3,3.96E-06
AC006994.2,3.96E-06
RP11-359M6.1,3.95E-06
RP11-304L19.8,3.95E-06
RP11-357F12.1,3.95E-06
ZNF664,3.95E-06
RP11-166N6.2,3.95E-06
ZNF503-AS2,3.94E-06
TOB1-AS1,3.94E-06
LINC00623,3.94E-06
AC114730.11,3.94E-06
RP11-227H4.5,3.94E-06
RP11-280O1.2,3.94E-06
AC012370.2,3.93E-06
CTD-3128G10.6,3.93E-06
RP11-973D8.4,3.93E-06
RP11-876N24.4,3.93E-06
RP11-452K12.7,3.93E-06
AC007292.4,3.93E-06
AC079613.1,3.93E-06
KCNMB2-IT1,3.93E-06
NONHSAG011781,3.93E-06
RP11-13A1.3,3.93E-06
RP11-24J23.2,3.93E-06
RP3-455J7.4,3.93E-06
CTD-2140G10.2,3.93E-06
RP11-308N19.1,3.93E-06
RP11-361I14.2,3.93E-06
AC068491.2,3.92E-06
CTA-392E5.1,3.92E-06
NONHSAG003394,3.92E-06
LINC00937,3.92E-06
RP11-173P15.5,3.92E-06
AC007390.5,3.92E-06
NONHSAG015898,3.92E-06
RP11-455O6.2,3.92E-06
AF146191.4,3.92E-06
RP11-691H4.4,3.92E-06
RP11-395D3.1,3.91E-06
LINC00883,3.91E-06
RP11-301N24.3,3.91E-06
RP11-6N17.6,3.91E-06
CTD-2184D3.7,3.91E-06
RP11-608O21.1,3.91E-06
LINC00665,3.90E-06
RP1-67K17.3,3.90E-06
RP5-1070A16.1,3.90E-06
LINC00698,3.90E-06
AC025165.8,3.90E-06
NONHSAG037496,3.90E-06
AC007131.1,3.90E-06
LINC00926,3.90E-06
NONHSAG002009,3.90E-06
RP1-251M9.2,3.90E-06
NONHSAG003899,3.90E-06
AC005606.15,3.90E-06
SNORA74,3.90E-06
RNASEH2B-AS1,3.90E-06
RP11-431M7.3,3.89E-06
RP11-73M18.7,3.89E-06
RP11-319G9.5,3.89E-06
PMM2,3.89E-06
TXNRD1,3.89E-06
RP11-15F12.1,3.89E-06
AL449209.1,3.89E-06
RP11-434H14.1,3.89E-06
NONHSAG000442,3.89E-06
LINC00343,3.89E-06
LINC00884,3.89E-06
NONHSAG042934,3.89E-06
RP11-457K10.1,3.89E-06
AC007228.11,3.88E-06
RP11-308N19.4,3.88E-06
LINC00487,3.88E-06
RP11-513H8.1,3.88E-06
RP11-116O11.1,3.88E-06
CTC-281M20.1,3.88E-06
AP001596.6,3.88E-06
RP11-283G6.5,3.88E-06
CTD-2515C13.2,3.88E-06
RP4-651E10.4,3.88E-06
RP11-96D1.5,3.88E-06
RP11-103J17.1,3.88E-06
PDCD4-AS1,3.88E-06
RP11-582J16.3,3.87E-06
RP11-1084E5.1,3.87E-06
RP11-448P19.1,3.87E-06
PPIL2,3.87E-06
RP11-754N21.1,3.87E-06
GPC6-AS1,3.87E-06
RP11-54A9.1,3.87E-06
RP11-478K15.6,3.87E-06
RP11-482M8.1,3.87E-06
CALM2,3.87E-06
RP11-809N15.2,3.87E-06
RP11-778J15.1,3.87E-06
AC113607.1,3.87E-06
RP11-699L21.2,3.86E-06
LINC00645,3.86E-06
RP11-770E5.1,3.86E-06
CTB-12O2.1,3.86E-06
RP11-817O13.8,3.86E-06
CTD-3138F19.1,3.86E-06
RP11-443A13.5,3.86E-06
CTD-2509G16.5,3.85E-06
AP001062.8,3.85E-06
RP11-153K16.1,3.85E-06
BRWD1-AS1,3.85E-06
RP11-689P11.2,3.85E-06
RP11-962G15.1,3.85E-06
AC003090.1,3.85E-06
RP11-160H12.2,3.85E-06
ZNF503-AS1,3.85E-06
RP11-260M19.2,3.85E-06
RP1-84O15.2,3.85E-06
RP11-412D9.4,3.84E-06
RP5-1010E17.1,3.84E-06
RP11-320M2.1,3.84E-06
RP11-420L9.5,3.84E-06
RP11-10J21.4,3.84E-06
AP001605.4,3.84E-06
RP11-157P1.4,3.84E-06
RP11-298A8.2,3.84E-06
RP5-1014C4.3,3.84E-06
ZNF542,3.84E-06
RP11-400F19.18,3.84E-06
RP11-734K2.4,3.83E-06
LINC00879,3.83E-06
RP4-728D4.2,3.83E-06
LINC00189,3.83E-06
RP11-585P4.5,3.83E-06
RP11-386M24.8,3.83E-06
KB-1608C10.2,3.83E-06
RP11-638I2.6,3.83E-06
FLJ10038,3.82E-06
LINC00595,3.82E-06
NONHSAG050002,3.82E-06
RP5-1042K10.10,3.82E-06
CSNK1G2-AS1,3.82E-06
RP11-214L13.1,3.82E-06
RP3-403L10.3,3.82E-06
RP11-981G7.2,3.82E-06
RP11-579D7.2,3.82E-06
AC139100.3,3.82E-06
AC012360.4,3.82E-06
RP5-981O7.2,3.81E-06
RP11-357K6.3,3.81E-06
RP11-334J6.6,3.81E-06
NONHSAG044971,3.81E-06
RP11-664D1.1,3.81E-06
RP11-886D15.1,3.81E-06
HOXA3,3.81E-06
RP11-295D4.1,3.81E-06
A2M-AS1,3.81E-06
CLLU1,3.80E-06
RP11-124G5.3,3.80E-06
RP11-355O1.11,3.80E-06
RP3-436N22.3,3.80E-06
AC147651.4,3.80E-06
RP11-9G1.3,3.80E-06
RP11-161I2.1,3.80E-06
RP11-308B16.2,3.80E-06
CTD-2378E21.1,3.79E-06
CTD-2328D6.1,3.79E-06
NONHSAG032337,3.79E-06
RP11-129M6.1,3.79E-06
RP11-76I14.1,3.79E-06
RP11-375D13.2,3.79E-06
RP11-671P2.1,3.79E-06
NONHSAG043059,3.79E-06
RP11-112L6.2,3.79E-06
RP11-93K22.6,3.79E-06
CTD-2024I7.13,3.79E-06
CTA-797E19.2,3.78E-06
LINC00616,3.78E-06
AC147651.3,3.78E-06
RP11-523L20.2,3.78E-06
AF230666.2,3.78E-06
RP11-465B22.3,3.78E-06
RP11-657O9.1,3.78E-06
FAM85B,3.78E-06
RP11-141E13.1,3.78E-06
AC007099.1,3.78E-06
RP11-545E17.3,3.77E-06
AC034228.4,3.77E-06
AC138035.2,3.77E-06
CLK1,3.77E-06
RP11-56G10.2,3.77E-06
RP11-420A6.2,3.77E-06
RP3-473L9.4,3.77E-06
RMST,3.77E-06
RP11-1085N6.2,3.77E-06
AC003088.1,3.77E-06
HSPA9,3.77E-06
AC018730.1,3.77E-06
RP1-223B1.1,3.77E-06
RP11-241G9.3,3.76E-06
RP11-1020A11.2,3.76E-06
RP11-98D18.3,3.76E-06
RP11-100M12.3,3.76E-06
RP11-208K4.1,3.76E-06
RP11-530N7.3,3.76E-06
AP003025.2,3.76E-06
NONHSAG006254,3.76E-06
RP11-536K7.3,3.76E-06
RP11-491H19.1,3.76E-06
CTD-3222D19.5,3.76E-06
RP11-415J8.5,3.75E-06
RP11-332H18.4,3.75E-06
ZNF121,3.75E-06
GUSBP5,3.75E-06
LA16c-316G12.2,3.75E-06
AC087501.1,3.75E-06
RP11-521L9.1,3.75E-06
RP11-24F11.2,3.75E-06
RP11-297P16.3,3.75E-06
CTD-2185K10.1,3.75E-06
RP11-1060G2.1,3.74E-06
RP11-708J19.1,3.74E-06
RP11-597D13.8,3.74E-06
AC104699.1,3.74E-06
RP1-138B7.5,3.74E-06
ZNF91,3.74E-06
RP11-498C9.16,3.74E-06
RP11-73M18.10,3.74E-06
NONHSAG048962,3.74E-06
AC005042.5,3.74E-06
RP3-322G13.7,3.74E-06
RP11-383G6.3,3.74E-06
RP13-941N14.1,3.74E-06
RP11-927P21.1,3.73E-06
NONHSAG037386,3.73E-06
PAN3-AS1,3.73E-06
RP11-138E9.2,3.73E-06
RP11-297A16.2,3.73E-06
AC139887.4,3.73E-06
AF131215.3,3.73E-06
RP11-452H21.4,3.73E-06
CTD-2313J17.5,3.73E-06
RP11-1277A3.1,3.73E-06
RP11-725D20.1,3.73E-06
RP11-317M11.1,3.73E-06
RP11-129B22.1,3.73E-06
AC027601.1,3.72E-06
RP11-455B3.1,3.72E-06
PITPNA-AS1,3.72E-06
CTC-419K13.1,3.72E-06
CTD-2293H3.2,3.72E-06
RP11-439E19.1,3.72E-06
CTD-2536I1.1,3.72E-06
ZNF644,3.72E-06
U73166.2,3.72E-06
CTD-2201E9.4,3.72E-06
KIAA0196-AS1,3.71E-06
USP12-AS2,3.71E-06
CTC-548K16.2,3.71E-06
ARHGEF26-AS1,3.71E-06
RP13-188A5.1,3.71E-06
RP11-879D6.1,3.71E-06
RP11-10L7.1,3.71E-06
DSCAM-IT1,3.71E-06
RP11-461O7.1,3.71E-06
RP11-252C15.1,3.70E-06
CTD-2544N14.3,3.70E-06
CTB-161K23.1,3.70E-06
RP11-405O10.2,3.70E-06
RP11-120M18.5,3.70E-06
AC016768.1,3.70E-06
RP11-387H17.4,3.70E-06
AP000998.2,3.70E-06
CTD-2035E11.3,3.70E-06
RP1-228P16.4,3.70E-06
RP6-114E22.1,3.70E-06
RP4-749H3.1,3.70E-06
RP11-382A18.2,3.70E-06
RP11-138J23.1,3.70E-06
RP11-61G23.1,3.70E-06
RP11-557H15.3,3.69E-06
GACAT1,3.69E-06
RP1-127D3.4,3.69E-06
LINC00587,3.69E-06
AC004231.2,3.69E-06
RP3-325F22.3,3.69E-06
RP1-273G13.3,3.69E-06
RP11-77K12.4,3.69E-06
HECW1-IT1,3.69E-06
RP11-563E2.2,3.69E-06
AC010761.6,3.69E-06
AJ006995.3,3.69E-06
CTC-297N7.7,3.69E-06
RP11-290K4.2,3.69E-06
CCDC148-AS1,3.69E-06
RP11-274H24.1,3.69E-06
RP11-557H15.2,3.68E-06
AC092295.4,3.68E-06
HHIP-AS1,3.68E-06
YTHDF3-AS1,3.68E-06
RP11-473M20.9,3.68E-06
RP11-485O10.2,3.68E-06
RP11-649A18.4,3.68E-06
AC096579.13,3.68E-06
RP11-333E1.1,3.68E-06
RP11-763E3.1,3.68E-06
AC010148.1,3.68E-06
RP11-422J8.1,3.68E-06
RP11-203M5.2,3.68E-06
MRPL23-AS1,3.68E-06
RP11-472M19.2,3.68E-06
AC007383.4,3.68E-06
RP11-685N10.1,3.67E-06
NONHSAG043780,3.67E-06
NONHSAG006971,3.67E-06
RP11-174G6.1,3.67E-06
RP11-354I13.2,3.67E-06
RP1-232P20.1,3.67E-06
RP11-558F24.4,3.66E-06
RP11-42I10.1,3.66E-06
RP11-484L8.1,3.66E-06
RP4-583P15.10,3.66E-06
LINC00491,3.66E-06
RP11-505E24.3,3.66E-06
RP11-235E17.6,3.66E-06
NONHSAG032190,3.66E-06
RP11-429O1.1,3.66E-06
AP000525.9,3.66E-06
AL773572.7,3.66E-06
ERVH48-1,3.66E-06
RP11-89M16.1,3.66E-06
VWC2L-IT1,3.65E-06
NONHSAG012847,3.65E-06
NONHSAG044599,3.65E-06
RP11-259O2.1,3.65E-06
AC018799.1,3.65E-06
RP11-505P4.7,3.65E-06
RP5-1011O1.2,3.65E-06
CTC-340D7.1,3.65E-06
PAFAH1B2,3.65E-06
RP11-345M22.2,3.64E-06
RP1-17K7.2,3.64E-06
RP11-379C10.4,3.64E-06
RP11-458D21.2,3.64E-06
RP11-626E13.1,3.64E-06
RP11-326A19.4,3.64E-06
AF011889.2,3.64E-06
NONHSAG013844,3.64E-06
AC010145.4,3.64E-06
XXbac-BPG308K3.6,3.64E-06
RP11-442J21.1,3.64E-06
RP11-271K21.11,3.64E-06
AC011752.1,3.64E-06
RP11-567N4.2,3.64E-06
RP11-178L8.3,3.63E-06
CTD-3149D2.4,3.63E-06
LINC00221,3.63E-06
AC114763.1,3.63E-06
PCYT1B-AS1,3.63E-06
AC004951.6,3.63E-06
RP1-117B12.4,3.63E-06
CTC-360P9.4,3.63E-06
CAPRIN1,3.63E-06
RP11-731D1.4,3.63E-06
RP11-277P12.20,3.63E-06
RP11-165F24.3,3.63E-06
TLR8-AS1,3.63E-06
NONHSAG016496,3.62E-06
RP11-574O7.1,3.62E-06
LINC00648,3.62E-06
AC005358.3,3.62E-06
CTC-347C20.2,3.62E-06
NONHSAG016966,3.62E-06
NONHSAG000117,3.62E-06
AC013402.2,3.62E-06
RP11-298D21.1,3.62E-06
AC007389.3,3.61E-06
RP11-255G12.2,3.61E-06
HLA-AS1,3.61E-06
RP11-650J17.1,3.61E-06
RP11-126L15.4,3.61E-06
RP11-16B13.1,3.61E-06
RP11-67K19.3,3.61E-06
LINC00319,3.61E-06
RP11-574K11.5,3.61E-06
RP11-142C4.6,3.60E-06
SNORD3B-2,3.60E-06
RP11-388C12.5,3.60E-06
AC011290.4,3.60E-06
NONHSAG026659,3.60E-06
RP11-404I7.2,3.60E-06
SMCR5,3.60E-06
CTC-338M12.6,3.60E-06
LINC00925,3.60E-06
CTC-507E2.1,3.60E-06
NONHSAG031168,3.60E-06
RP4-764O22.1,3.60E-06
AC005775.2,3.60E-06
RP11-49K24.8,3.60E-06
AC159540.1,3.59E-06
RP11-636O21.1,3.59E-06
RP11-81F13.1,3.59E-06
CTD-2544M6.1,3.59E-06
NAALADL2-AS3,3.59E-06
LNX1-AS1,3.59E-06
APCDD1L-AS1,3.59E-06
RP11-179A10.1,3.59E-06
RP11-562L8.1,3.59E-06
BCL11A,3.59E-06
NONHSAG011658,3.59E-06
RP11-66B24.4,3.59E-06
RP1-137K24.1,3.58E-06
RP1-240K6.3,3.58E-06
NONHSAG016687,3.58E-06
AC084193.1,3.58E-06
AC010091.1,3.58E-06
NAALADL2-AS2,3.58E-06
DISC1-IT1,3.58E-06
RP11-1112J20.2,3.58E-06
RP11-104D21.3,3.58E-06
NONHSAG044760,3.58E-06
RP11-881L2.1,3.58E-06
AC005264.2,3.58E-06
RP11-87M18.2,3.58E-06
CTC-546K23.1,3.58E-06
RP11-141A19.1,3.58E-06
AP001172.2,3.58E-06
RP11-486O13.2,3.58E-06
RP11-355F16.1,3.57E-06
RP11-115J16.1,3.57E-06
RP11-440G9.1,3.57E-06
EZR-AS1,3.57E-06
RP11-346D14.1,3.57E-06
LINC00898,3.57E-06
RP13-270P17.2,3.57E-06
RP11-545G3.1,3.57E-06
RP11-563D10.1,3.57E-06
RP11-343N15.2,3.57E-06
CTD-2267D19.6,3.56E-06
RP11-1D12.1,3.56E-06
RP11-304M2.2,3.56E-06
RP11-526N18.1,3.56E-06
RP11-246K15.1,3.56E-06
RP11-720L8.1,3.56E-06
RP11-523O18.7,3.56E-06
RP11-484O2.1,3.56E-06
RP11-301L8.2,3.56E-06
C7orf49,3.56E-06
RP11-197P3.5,3.56E-06
RP11-162D9.3,3.56E-06
RP11-958J22.1,3.56E-06
RP11-4N23.1,3.56E-06
RP11-60A8.1,3.56E-06
CTD-2270L9.4,3.56E-06
CTD-2369P2.4,3.56E-06
RP11-731F5.1,3.56E-06
RP11-285E9.6,3.56E-06
RP11-343H19.1,3.56E-06
RP11-56I23.1,3.56E-06
RP11-493L12.3,3.56E-06
RP11-153N17.1,3.56E-06
RP11-181G12.4,3.55E-06
AC016907.3,3.55E-06
RP5-1029K10.4,3.55E-06
RP13-131K19.2,3.55E-06
RP11-484D2.5,3.55E-06
RP11-436D10.3,3.55E-06
RP11-435O5.5,3.55E-06
AC009120.5,3.55E-06
AC005235.1,3.54E-06
CTD-2058B24.3,3.54E-06
RP11-122C21.1,3.54E-06
RP11-630C16.2,3.54E-06
AC011306.2,3.54E-06
RP11-399H11.3,3.54E-06
NONHSAG023703,3.54E-06
AC084809.2,3.53E-06
RP11-171I2.2,3.53E-06
AC114730.7,3.53E-06
RP11-59N23.3,3.53E-06
RP11-111M22.3,3.53E-06
AC009495.4,3.53E-06
LINC00609,3.53E-06
TMPRSS4-AS1,3.53E-06
PNPLA8,3.53E-06
RP11-5L12.1,3.53E-06
RP11-552M11.8,3.53E-06
CTD-2021J15.1,3.53E-06
AC073046.25,3.52E-06
RP11-813I20.2,3.52E-06
NRG1-IT1,3.52E-06
RP11-372E1.6,3.52E-06
HSP90AA1,3.52E-06
AC011998.1,3.52E-06
RP4-594I10.3,3.52E-06
RP11-756H20.1,3.52E-06
UBE2E3,3.52E-06
CTD-2308N23.2,3.52E-06
AC137932.6,3.52E-06
RP11-53B2.3,3.52E-06
RP11-731N10.1,3.52E-06
RP11-36N20.1,3.52E-06
RP11-327O17.2,3.52E-06
AC007050.17,3.51E-06
RP6-191P20.4,3.51E-06
RP11-339B21.9,3.51E-06
KB-1615E4.2,3.51E-06
CTD-2537O9.1,3.51E-06
CTD-2001C12.1,3.51E-06
RP11-863P13.5,3.51E-06
AC007040.8,3.51E-06
CTB-147C22.9,3.51E-06
NONHSAG041756,3.51E-06
HOTAIRM1,3.51E-06
RP11-340B18.1,3.51E-06
NONHSAG001088,3.51E-06
AF064858.6,3.51E-06
RP11-467K18.2,3.51E-06
RP11-1008C21.1,3.51E-06
RP11-673P17.4,3.51E-06
UBXN7-AS1,3.51E-06
RAB3GAP2,3.51E-06
LINC00670,3.50E-06
RP5-1092A3.4,3.50E-06
LINC00620,3.50E-06
AC091729.8,3.50E-06
RP4-568F9.6,3.50E-06
RP11-196G11.2,3.50E-06
NONHSAG044774,3.50E-06
RP11-432I5.1,3.50E-06
NONHSAG028411,3.50E-06
PVRL3-AS1,3.50E-06
RP11-66B24.5,3.50E-06
LINC00839,3.50E-06
RP13-16H11.2,3.49E-06
RP11-74K11.2,3.49E-06
NONHSAG043283,3.49E-06
CTD-2147F2.2,3.49E-06
RP11-61A14.3,3.49E-06
RP11-71N10.1,3.49E-06
AC006116.24,3.49E-06
TRIM60P18,3.49E-06
