度数：5
,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,7,7,7,7,7,9,9,9,9,9
,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR
1,373,6,0.5454545454545454,8.280175951172117,0.015017,774,6,0.5454545454545454,6.399970551271214,0.031425,1185,6,0.5454545454545454,5.319479794025708,0.048243,1588,6,0.5454545454545454,4.587392135744806,0.064733,1986,6,0.5454545454545454,4.035927754882108,0.081018
3,754,7,0.6363636363636364,8.116653449186506,0.030566,1155,7,0.6363636363636364,6.841728748418955,0.046974,1566,7,0.6363636363636364,5.940974264994794,0.063791,1969,7,0.6363636363636364,5.270257982951723,0.080282,2367,7,0.6363636363636364,4.736519560639073,0.096567
5,1117,8,0.7272727272727273,8.568344338737326,0.045378,1518,8,0.7272727272727273,7.519633741292387,0.061786,1929,8,0.7272727272727273,6.706172350656233,0.078604,2332,8,0.7272727272727273,6.06655612908576,0.095094,2730,8,0.7272727272727273,5.539027917459249,0.111379
7,1448,9,0.8181818181818182,9.364686026140733,0.058881,1849,9,0.8181818181818182,8.420461917523074,0.075289,2260,9,0.8181818181818182,7.648580450341138,0.092107,2663,9,0.8181818181818182,7.02032084671109,0.108597,3061,9,0.8181818181818182,6.489332359962764,0.124882
9,1851,9,0.8181818181818182,8.41629575264814,0.075371,2252,9,0.8181818181818182,7.662186879418511,0.09178,2663,9,0.8181818181818182,7.02032084671109,0.108597,3066,9,0.8181818181818182,6.483124559488707,0.125087,3464,9,0.8181818181818182,6.019928016652773,0.141372
度数：10
,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,7,7,7,7,7,9,9,9,9,9
,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR
1,405,6,0.5454545454545454,8.066772792302574,0.016326,874,6,0.5454545454545454,6.090200206423449,0.035517,1344,6,0.5454545454545454,5.003357177680547,0.054749,1814,6,0.5454545454545454,4.258352427100853,0.07398,2285,7,0.6363636363636364,4.838307723272455,0.093212
3,697,6,0.5454545454545454,6.667950296331915,0.028274,1166,6,0.5454545454545454,5.360185414604799,0.047465,1636,6,0.5454545454545454,4.513527256731361,0.066697,2106,6,0.5454545454545454,3.8926383051116873,0.085928,2577,7,0.6363636363636364,4.492042335804114,0.10516
5,746,6,0.5454545454545454,6.494115826004467,0.030279,1215,6,0.5454545454545454,5.2565712162195135,0.04947,1685,6,0.5454545454545454,4.440450765656391,0.068702,2155,6,0.5454545454545454,3.8366362295800958,0.087933,2626,7,0.6363636363636364,4.438055038519795,0.107165
7,746,6,0.5454545454545454,6.494115826004467,0.030279,1215,6,0.5454545454545454,5.2565712162195135,0.04947,1685,6,0.5454545454545454,4.440450765656391,0.068702,2155,6,0.5454545454545454,3.8366362295800958,0.087933,2626,7,0.6363636363636364,4.438055038519795,0.107165
9,749,6,0.5454545454545454,6.4838567428351865,0.030402,1218,6,0.5454545454545454,5.250369551790123,0.049593,1688,6,0.5454545454545454,4.436050041790522,0.068824,2158,6,0.5454545454545454,3.833252249682692,0.088056,2629,7,0.6363636363636364,4.43478476396398,0.107288
度数：15
,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,7,7,7,7,7,9,9,9,9,9
,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR
1,393,6,0.5454545454545454,8.144717871561443,0.015835,874,6,0.5454545454545454,6.090200206423449,0.035517,1352,6,0.5454545454545454,4.9885003629506555,0.055076,1831,6,0.5454545454545454,4.235386732683338,0.074676,2309,7,0.6363636363636364,4.80812026624391,0.094194
3,421,6,0.5454545454545454,7.9664280792323146,0.016981,902,6,0.5454545454545454,6.00999138463594,0.036663,1380,6,0.5454545454545454,4.937216982793808,0.056222,1859,6,0.5454545454545454,4.198051671366392,0.075821,2337,7,0.6363636363636364,4.773319101129846,0.095339
5,425,6,0.5454545454545454,7.941948892709188,0.017145,906,6,0.5454545454545454,5.998743021340329,0.036826,1384,6,0.5454545454545454,4.929979880679501,0.056385,1863,6,0.5454545454545454,4.192767073474153,0.075985,2341,7,0.6363636363636364,4.7683836271127165,0.095503
7,425,6,0.5454545454545454,7.941948892709188,0.017145,906,6,0.5454545454545454,5.998743021340329,0.036826,1384,6,0.5454545454545454,4.929979880679501,0.056385,1863,6,0.5454545454545454,4.192767073474153,0.075985,2341,7,0.6363636363636364,4.7683836271127165,0.095503
9,425,6,0.5454545454545454,7.941948892709188,0.017145,906,6,0.5454545454545454,5.998743021340329,0.036826,1384,6,0.5454545454545454,4.929979880679501,0.056385,1863,6,0.5454545454545454,4.192767073474153,0.075985,2341,7,0.6363636363636364,4.7683836271127165,0.095503
度数：20
,1,1,1,1,1,3,3,3,3,3,5,5,5,5,5,7,7,7,7,7,9,9,9,9,9
,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR,X,Y,Sen,FET_p,FPR
1,310,6,0.5454545454545454,8.760997374310355,0.012439,795,6,0.5454545454545454,6.331630209024143,0.032284,1280,6,0.5454545454545454,5.125650221383458,0.05213,1763,6,0.5454545454545454,4.328648785705963,0.071893,2246,7,0.6363636363636364,4.888085765542218,0.091616
