Official Symbol Interactor A,Official Symbol Interactor B
Dlg4,Nbea
Dlg4,Nckap1
Dlg4,Nefl
Dlg4,Neto1
Dlg4,Ncam1
Dlg4,Nlgn2
Dlg4,Nlgn3
Dlg4,Nrxn1
Dlg4,Park7
Dlg4,Pde2a
Dlg4,Phb2
Dlg4,Ppap2b
Dlg4,Ppia
Dlg4,Ppib
Dlg4,Ppp1ca
Dlg4,Ppp1cb
Dlg4,Ppp2cb
Dlg4,Ppp3ca
Dlg4,Ppp3cb
Dlg4,Prdx1
Dlg4,Prkacb
Dlg4,Prkcb
Dlg4,Prrt1
Dlg4,Rac1
Dlg4,Rab3b
Dlg4,Rab3c
Dlg4,Rab10
Dlg4,Rasal1
Dlg4,Rap2b
Dlg4,Rock2
Dlg4,44450
Dlg4,44444
Dlg4,Sfxn3
Dlg4,Shank1
Dlg4,Shank2
Dlg4,Shank3
Dlg4,Slc1a2
Dlg4,Sptbn1
Dlg4,Syngap1
Dlg4,Synj1
Dlg4,Syt1
Dlg4,Traf3
Dlg4,Tubb2b
Dlg4,Tubb6
Dlg4,Uba1
Dlg4,Ube2v1
Dlg4,Ywhab
Dlg4,Ywhae
Dlg4,Epb4.1l3
Dlg4,Btbd11
Dlg4,Cfl1
Dlg4,Cltc
Dlg4,Cyfip2
Dlg4,Eef1a1
Dlg4,Eno1
Dlg4,Frmpd3
Dlg4,Nsf
Dlg4,Pgam5
Dlg4,Plp1
Dlg4,Prdx2
Dlg4,Rab14
Dlg4,Ube2v2
Dlg4,Arglu1
Dlg4,Arhgef26
Dlg4,Cnksr3
Dlg4,Ctnnb1
Dlg4,Dbn1
Dlg4,Dcaf7
Dlg4,Dcx
Dlg4,Dlgap5
Dlg4,Dpysl2
Dlg4,Fmr1
Dlg4,Ina
Dlg4,Kif13b
Dlg4,Kif2a
Dlg4,Kif3a
Dlg4,Lrfn1
Dlg4,Nedd4l
Dlg4,Tjap1
Dlg4,Ank3
Dlg4,Arf5
Dlg4,Git1
Dlg4,Ppp1r9b
Dlg4,Prkar2b
Dlg4,Prkce
Dlg4,Prkcg
Dlg4,Ptk2
Dlg4,44441
Dlg4,Sorbs2
Dlg4,Syne1
Dlg4,Ywhag
Dlg4,Ank2
Dlg4,Bai3
Dlg4,Iqgap2
Dlg4,Kcnj1
Dlg4,Kif5a
Dlg4,Nefh
Dlg4,Sorbs1
Dlg4,Syne2
Dlg4,Ywhaz
Dlg4,C330021F23Rik
Dlg4,Atp2b4
Dlg4,Hgs
Dlg4,Actn2
Dlg4,Atp2b2
Dlg4,Nos1
Dlg4,Ptk2b
Dlg4,Sema4b
Camk2a,Arhgap32
Camk2a,Grin2b
Camk2a,Grin1
Camk2a,Rgs14
Camk2a,Tnk2
Id2,Myod1
Id2,Rb1
Id2,Spi1
Id2,Usp1
Id2,Tcf3
Nr1i3,Nr0b2
Nr1i3,Rxrg
Nr1i3,Ncor1
Nr1i3,Ncoa1
Nr1i3,Ncor2
Nr1i3,Psmc4
Nr1i3,Hsp90ab1
Nr1i3,Ppp2ca
Nr1i3,Ppp2r1a
Fabp1,Ppara
Hspa5,Dnajc1
Hspa5,Ighm
Hspa5,Poglut1
Hspa5,Hsp90b1
Hspa5,Pdia2
Hspa5,Dnajb11
Hspa5,Sdf2l1
Hspa5,Pdia4
Hspa5,Erp29
Hspa5,Fkbp7
Hspa5,Atf6
Hspa5,Hyou1
Hspa5,Atp8a1
Hspa5,Fus
Hspa5,Lppr3
Hspa5,Rap1b
Hspa5,Rbbp7
Hspa5,Atp5a1
Hspa5,Creld2
Hspa5,Cul4a
Hspa5,Dcps
Hspa5,Ddb1
Hspa5,Ddx5
Hspa5,Dynll1
Hspa5,Eef1g
Hspa5,Gmppb
Hspa5,Hspa4
Hspa5,Hspa8
Hspa5,Myh9
Hspa5,Npm1
Hspa5,Pabpc1
Hspa5,Pdia6
Hspa5,Pik3c3
Hspa5,Plcg1
Hspa5,Ppib
Hspa5,Sec23b
Hspa5,Sfpq
Hspa5,Snw1
Hspa5,Tubgcp2
Hspa5,Uchl5
Hspa5,Ybx3
Hspa5,Os9
Inadl,Grin2a
Inadl,Kcnj10
Inadl,Kcnj15
Inadl,Grin2b
Inadl,Grin2c
Inadl,Grin2d
Inadl,Yap1
Inadl,Wwtr1
Inadl,Amot
Inadl,Amotl1
Inadl,Amotl2
Inadl,Plekhg5
Inadl,Prkcb
Inadl,Gda
Inadl,Actb
Inadl,Cnp
Inadl,Ckb
Inadl,Camk2a
Inadl,Atp5b
Inadl,Tuba1c
Inadl,Tubb2a
Inadl,Tuba1a
Inadl,Atp5a1
Inadl,Camk2b
Inadl,Baiap2
Inadl,Ppp3ca
Inadl,Hspa8
Atf4,Dapk3
Atf4,Fos
Atf4,Jun
Atf4,Gabbr1
Atf4,Gabbr2
Atf4,Fam175b
Atf4,Satb2
Atf4,Trib3
Atf4,Hif1a
Atf4,Egln3
Dapk3,Ube2d3
Dapk3,Ube2d1
Dapk3,Ube2d2a
Tsnax,Tsn
Tsnax,Golga3
Tsnax,Tsnaxip1
Tsnax,Sun1
Tsnax,Akap9
Akap9,Tsnax
Akap9,Bicd2
Akap9,Samd3
Golga3,Tsnax
Golga3,Acbd3
Golga3,Gopc
Tsnaxip1,Tsnax
Sun1,Tsnax
Sun1,Syne2
Sun1,Lmna
Hspa1b,Hsp90ab1
Hspa1b,Bag1
Hspa1b,Mllt3
Hspa1b,Foxp3
Wdr12,Notch1
Wdr12,Drg2
Wdr12,Mettl1
Six3,Aes
Aes,Six3
Aes,Six6
Aes,Tle4
Aes,Msx1
Aes,Pou2f1
Aes,Tle1
Aes,Hdac3
Tle4,Six3
Tle4,Six6
Tle4,Pax3
Tle4,Aes
Tle4,Msx1
Tle4,Pou2f1
Mef2a,Smad2
Plxna1,Nrp1
Plxna1,Nrp2
Plxna1,Npr1
Plxna1,Sema5a
Plxna1,Sema5b
Plxna1,Sema6a
Plxna1,Sema6c
Plxna1,Sema6d
Plxna1,Plxnd1
Npr1,Plxna1
Npr1,Sema3a
Npr1,Ncstn
Slpi,Grn
Tek,Grb2
Tek,Grb7
Tek,Grb14
Tek,Pik3r1
Tek,Ptpn11
Id3,Myod1
Id3,Id4
Id3,Tcf12
Id3,Cops5
Id3,Cops6
Id3,Cops7a
Id3,Tcf3
Id3,Tcf4
Fus,Srsf10
Fus,Srsf2
Fus,Cct4
Fus,Cse1l
Fus,Hnrnpd
Fus,Hnrnpl
Fus,Mat2a
Fus,Rbbp4
Fus,Rtcb
Fus,Sec13
Fus,Serbp1
Fus,Snrpd2
Fus,Syncrip
Fus,Uba1
Fus,Ddx1
Fus,Ddx3x
Fus,Ddx5
Fus,Ewsr1
Fus,Fam98a
Fus,Hnrnpdl
Fus,Hnrnpu
Fus,Hnrnpul1
Fus,Ilf2
Fus,Ilf3
Fus,Lsm12
Fus,Mtss1l
Fus,Paics
Fus,Pspc1
Fus,Pycrl
Fus,Rps5
Fus,Sarnp
Fus,Sfpq
Fus,Tardbp
Fus,Tnpo1
Fus,Ubap2l
Fus,Ddx17
Fus,Rps9
Fus,Tdrd3
S100a4,Metap2
E2f1,Sp1
E2f1,Ndn
E2f1,Pura
E2f1,Ndnl2
E2f1,Tfdp2
E2f1,Hdac1
E2f1,Rb1
E2f1,Topbp1
E2f1,Tfdp1
E2f1,Parp1
E2f1,Crebbp
E2f1,Kat2a
E2f1,Smarca4
E2f1,Ccna2
E2f1,Htra2
Amy1,Akap8
Sgcb,Sgca
Sgcb,Sgcg
Sgcb,Sgcd
Sgcb,Sgcz
Dag1,Sgcd
Dag1,Snta1
Dag1,Sgca
Dag1,Sgcb
Dag1,Magi1
Dag1,Actn1
Dag1,Vcl
Bcl2l1,Bcl2l11
Bcl2l1,Bax
Bcl2l1,Trp53
Bcl2l1,Bbc3
Bcl2l1,Pxn
Bcl2l1,Cdkn2a
Bcl2l1,Becn1
Bcl2l1,Hif3a
Bcl2l1,Pgam5
Bcl2l1,Dnm1l
Bcl2l1,Larp1
Bcl2l1,Park7
Bcl2l1,Rtn1
Bcl2l1,Glod4
Bcl2l1,Faim2
Jak2,Kit
Jak2,Stat3
Jak2,Socs3
Jak2,S1pr1
Jak2,Stat5a
Jak2,Pik3r1
Jak2,Cdkn1b
Jak2,Egfr
Jak2,Pkd1
Jak2,Cav1
Jak2,Prlr
Jak2,Stat5b
Jak2,Socs5
Jak2,Il6st
Jak2,Yes1
Jak2,Ubash3b
Jak2,Lmo4
Jak2,Sirpa
Jak2,Sh2b1
Jak2,Tbc1d31
Dffa,Dffb
Dffa,Ckb
Dffa,Eif6
Dffa,Fermt2
Dffa,Cnbp
Dffa,Eif3g
Dffa,Eif5
Dffa,Mat2a
Dffa,Mat2b
Dffa,Necab2
Dffa,Pfas
Dffa,Ppp5c
Dffa,Brcc3
Dffa,Pik3c3
Dffa,Pik3r4
Dffa,Vps33a
Traf2,Rb1cc1
Traf2,Map3k7
Traf2,Ube2n
Traf2,Tnfaip3
Traf2,Ube2d3
Traf2,Itch
Traf2,Rnf11
Traf2,Tax1bp1
Traf2,Birc3
Traf2,Ripk1
Traf2,Cdk9
Traf2,Map3k5
Traf2,Fhl2
Traf2,Tifa
Traf2,Mavs
Traf2,Creb1
Traf2,Mapkbp1
Eif4e,Eif4g3
Eif4e,Dcc
Eif4e,Eif4ebp2
Eif4e,Eif4ebp1
Eif4e,Eif4g1
Eif4e,Eif4enif1
Eif4e,Ago2
Eif4e,Dis3l2
Eif4e,Fam103a1
Eif4e,Gspt1
Eif4e,Hnrnpu
Eif4e,Iqgap1
Eif4e,Larp1
Eif4e,Lrpprc
Eif4e,Fam195b
Eif4e,Rnmt
Eif4e,Rock2
Eif4e,Tubb5
Eif4e,Ahsa1
Eif4e,Cyfip1
Eif4e,Ddx1
Eif4e,Ddx3x
Eif4e,Eif3b
Eif4e,Eif4g2
Eif4e,Lsm14a
Eif4e,Nans
Eif4e,Pepd
Eif4e,Prkcb
Eif4e,Psmd6
Eif4e,Rptor
Eif4e,Upf1
Eif4e,Atxn2l
Eif4e,Ncbp1
Eif4e,Poldip3
Eif4e,Stau1
Raf1,Hras
Raf1,Map2k1
Raf1,Nek10
Raf1,Braf
Raf1,Ksr1
Raf1,Brap
Raf1,Rfxank
Raf1,Rock2
Raf1,Kndc1
Raf1,Rabgef1
Raf1,Pxn
Raf1,Pebp1
Foxo1,Tsc2
Foxo1,Nr0b2
Foxo1,Bsx
Foxo1,Wdfy2
Foxo1,Sirt1
Foxo1,Ndn
Zfp36,Ywhab
Zfp36,Tnf
Pml,Mtor
Pml,Zscan21
Pml,Polr2e
Pml,Gtf2e2
Pml,Gtf2e1
Pml,Med16
Pml,Med17
Pml,Agap3
Pml,Spi1
Pml,Skil
Pml,Pin1
Cldn1,Mpdz
Mpdz,F11r
Mpdz,Gpr37
Mpdz,Cntnap2
Ube2i,Fas
Ube2i,Sox2
Ube2i,Pou5f1
Ube2i,Mdm2
Ube2i,Uimc1
Ube2i,Irf1
Ube2i,Gata1
Ube2i,Casp8ap2
Ube2i,Pias3
Ube2i,Mthfs
Ube2i,Sumo3
Ube2i,Sumo1
Ube2i,Rangap1
Ube2i,Hif1a
Ube2i,Tdg
Ube2i,Rnf181
Ube2i,Hnrnpll
Ube2i,Psmf1
Ube2i,Sae1
Ube2i,Uba2
Ube2i,Ubqln4
Ube2i,Zfand2b
Ube2i,Fbxo7
Ube2i,Txnl1
Ube2i,Ubfd1
Ube2i,Ubqln1
App,Kif1a
App,Stub1
App,Gga1
App,Snca
App,Ranbp9
App,Uba1
App,Ube2o
App,Ube2r2
App,Arih1
App,Hecw1
App,Huwe1
App,Kcmf1
App,Nedd4
App,Park7
App,Rnf14
App,Trim32
App,Ube3a
App,Ubr3
App,Ubr4
App,Ubr5
App,Cul4a
App,Cul4b
App,Ddb1
App,Dcaf5
App,Dcaf8
App,Fbxo3
App,Fbxo21
App,Fbxl16
App,Crbn
App,Cand1
App,Gps1
App,Cops2
App,Cops3
App,Cops4
App,Cops5
App,Cops6
App,Cops7a
App,Cops7b
App,Cops8
App,Psmc1
App,Psmc4
App,Psmc5
App,Psmc6
App,Psmd1
App,Psmd2
App,Psmd4
App,Psmd7
App,Psmd8
App,Psmd11
App,Psmd12
App,Psmd13
App,Psmd14
App,Usp9x
App,Usp5
App,Usp7
App,Usp10
App,Otub1
App,Ubqln1
App,Ubqln2
App,Ubqln4
App,Grb2
App,Pin1
App,Mib2
App,Cblb
App,Ube2n
App,Scamp1
App,Sv2a
App,Sv2b
App,Vamp2
App,Atp6v0a1
App,Slc17a7
App,Syt1
App,Syt2
App,Rab14
App,Rab3a
App,Snap25
App,Syn2
App,Syn1
App,Apoe
App,Mapt
App,Acsbg1
App,Bdh1
App,Rufy3
App,Aplp1
App,Aplp2
App,Atcay
App,Casc4
App,Eny2
App,Fam213a
App,Gsk3a
App,6430548M08Rik
App,Lrp1
App,Necab1
App,Rlbp1
App,Tmod2
App,Vps33b
App,Reln
Ctla4,Ap2m1
Fzd8,Gopc
Fzd8,Wnt1
Fzd8,Ryk
Fzd5,Gopc
Gopc,Cbs
Gopc,Nck1
Gopc,Rtkn
Gopc,Sema4g
Gopc,Slc34a1
Map2k7,Mapk8ip3
Map2k7,Mapk10
Mapk8ip2,Mapk8ip3
Snca,Tuba3a
Snca,Stx1a
Snca,Snap25
Snca,Vamp2
Snca,Kcnj11
Snca,Abcc8
Snca,App
Snca,Syp
Snca,Klk6
Snca,Chmp5
Snca,Dyrk1a
Snca,Gba
Snca,Rab3a
Snca,Ywhah
Snca,44443
Snca,Bdh2
Snca,Dmtn
Snca,Ndufb6
Snca,4833439L19Rik
Snca,Sncb
Snca,Syn1
Snca,Usp9x
Hhex,Fos
Hhex,Jun
Hhex,Gtf2a1l
Hhex,Sp7
Ifrd1,Sin3b
Ifrd1,Hdac1
Ifrd1,Sap30
Ifrd1,Mef2c
Ifrd1,Hdac4
Card10,Bcl10
Card10,Malt1
Bcl10,Card10
Bcl10,Malt1
Bcl10,Irak1
Bcl10,Mib2
Bcl10,Peli2
Bcl10,Tlr4
Bcl10,Socs3
Bcl10,Map2k7
Bcl10,Mapk8
Bcl10,Map3k7
Bcl10,Card11
Bcl10,Ikbkg
Hira,Hirip3
Hira,Pax3
Hira,Pax7
Hira,H3f3b
Pax3,Hira
Pax3,Tle4
Pax3,Sirt1
Pax3,Trp53
Pax3,Mdm2
Pax3,Lef1
Pax3,Ctnnb1
Pax3,Wwtr1
Sh2d1b1,Cd244
Cd244,Sh2d1b1
Ccnd1,Mybl2
Ccnd1,Cryab
Ccnd1,Cdk4
Ccnd1,Cdkn1a
Ccnd1,Cdkn1b
Ccnd1,Cdk6
Ccnd1,Hspa8
Ccnd1,Rb1
Ccnd1,Cep57
Cd19,Pik3r1
Socs1,Trim8
Socs1,Tceb2
Socs1,Tceb1
Socs1,Pcnt
Socs1,Shc1
Socs1,Trim28
Socs1,Nt5c2
Socs1,Bclaf1
Socs1,Pcsk4
Socs1,Pag1
Socs1,Tirap
Socs1,Tubg1
Socs1,Psmc6
Socs1,Hspa1b
Socs1,Cul2
Socs1,Jak1
Socs1,Vav1
Socs1,Insr
Socs1,Ifngr1
Socs1,Kit
Socs1,Csf1r
Socs1,Ptk2b
Socs1,Jak2
Socs1,Pim2
Socs1,Pim1
Trim8,Socs1
Trim8,Ticam2
Efs,Ptk2
Ptk2,Efs
Ptk2,Bcar1
Ptk2,Sorbs1
Ptk2,Src
Ptk2,Socs3
Ptk2,Lpxn
Ptk2,Pxn
Ptk2,Asap1
Ptk2,Dvl1
Ptk2,Eps8l2
Ptk2,Mical1
Ptk2,Ppp1cb
Ptk2,Actn1
Ptk2,Amph
Ptk2,Atg12
Ptk2,Ctnnb1
Ptk2,Cttn
Ptk2,Dag1
Ptk2,Dnm2
Ptk2,Iqgap1
Ptk2,Pcsk1
Ptk2,Ptk2b
Ptk2,Ptpn23
Ptk2,Tns3
Ptk2,Vcl
Ptk2,Wasl
Ube2l3,Rbck1
Ube2l3,Arih2
Ube2l3,Rnf216
Ube2l3,Arih1
Ube2l3,Rnf19a
Ube2l3,Rnf144a
Ube2l3,Ubox5
Ube2l3,Fbxo2
Ube2l3,Ube2e2
Ube2l3,Uba6
Cbx1,Trim66
Cbx1,Hist3
Cbx1,Hist1h1e
Cbx1,Trim24
Cbx1,Trim28
Cbx1,Suv39h1
Cbx1,Ate1
Cbx1,Sox2
Cd38,Lck
Ehd3,Ehd1
Prkce,Src
Prkce,Fbxw7
Prkce,Actb
Prkce,Gad1
Prkce,Gad2
Prkce,Pdpk1
Prkce,Rps6ka2
Prkce,Slc25a4
Prkce,Tiam2
Prkce,Vdac1
Prkce,Gja1
Prkce,Ppp1r14a
Src,Prkce
Src,Dvl2
Src,S1pr1
Src,Jak2
Src,Khdrbs1
Src,Cbl
Src,Eno1
Src,Inpp5d
Src,Csn2
Src,Pik3c2a
Src,Efs
Src,Diap1
Src,Kdr
Src,Egfr
Src,Ptk2b
Src,Cav3
Src,Sh3bp2
Src,Csf1r
Src,Pxn
Src,Akt1
Src,Arrb2
Src,Ep300
Src,Mllt4
Src,Anxa1
Src,Epb4.1l3
Src,Gsn
Src,Mapk15
Src,Psmb9
Src,Ptpn23
Src,Tiam2
Src,Usp8
Src,Actn1
Src,Arhgap1
Src,Arr3
Src,Arrb1
Src,Asap1
Src,Asap2
Src,Car3
Src,Cast
Src,Ctnnb1
Src,Ctsl
Src,Dgkz
Src,Epha4
Src,Gja1
Src,Gns
Src,Adrbk1
Src,Hspa2
Src,Map2
Src,Mical1
Src,Nans
Src,Ostf1
Src,Plcg1
Src,Ptk2
Src,Ptpn11
Src,Ptpn2
Src,Snx17
Src,Srcin1
Src,Tns3
Src,Tpt1
Src,Tub
Nde1,Pafah1b1
Nde1,Dynll1
Nde1,Dync1i1
Nde1,Smc3
Nde1,Smc1a
Nde1,Rad21
Nde1,Smarca5
Nde1,Dmd
Nde1,Utrn
Crhr2,Ucn3
Crhr2,Ucn2
Ush1c,Cdh23
Ush1c,Myo7a
Ush1c,Pcdh15
Ush1c,Ush1g
Sytl5,Rab27a
Rrad,Tpm2
Shc1,Inpp5d
Shc1,Inppl1
Shc1,Grb2
Shc1,Ptpn12
Shc1,Lrrk1
Shc1,Tuba4a
Shc1,Alk
Shc1,Egfr
Shc1,Src
Shc1,Axl
Shc1,Ntrk1
Shc1,Sos1
Pawr,Wt1
Pawr,Drd2
Eps15,Park2
Eps15,Itsn1
Eps15,Ube2h
Eps15,Rabl6
Eps15,Agfg2
Eps15,Amph
Eps15,Ap2b1
Eps15,Ap2m1
Eps15,Ap2s1
Eps15,Epn1
Eps15,Eps15l1
Eps15,Krt14
Eps15,Krt16
Eps15,Krt33a
Eps15,Krt5
Eps15,Krt73
Eps15,Krt9
Eps15,Necap1
Eps15,Necap2
Eps15,Reps2
Eps15,Snap91
Eps15,Spg20
Eps15,Ube2d3
Eps15,Vsig8
Ap2b1,Eps15
Ap2b1,Gtf2i
Erbb2ip,Pkp4
Erbb2ip,Lgr5
Stat5b,Stat5a
Stat5a,Cenpj
Stat5a,Hdac1
Stat5a,Esr1
Stat5a,Agap2
Cd81,Igsf8
Cd81,Ifitm3
Cd81,Ifitm2
Cd81,Eif3b
Cd81,Eif3c
Cd81,Eif3f
Cd81,Eif3g
Cd81,Eif3h
Cd81,Eif3k
Cd81,Eif3l
Cd81,Lrrc47
Cd81,Pfkp
Cd81,Rpl31
Cd81,Rplp2
Cd81,Slc44a1
Cd81,Snrpd1
Numb,Eps15
Numb,Notch1
Numb,Lnx1
Numb,Cdh1
Numb,Grin1
Numb,Ctnna1
Numb,Ctnnb1
Agfg1,Eps15
Agfg1,Arpc1a
Agfg1,Lap3
Agfg1,Nif3l1
Agfg1,Hspbp1
Agfg1,Tprkb
Lrrc41,Rbx1
Ndn,E2f1
Ndn,Eid1
Ndn,Tada3
Ndn,Wwtr1
Ndn,Pogz
Ndn,Nfx1
Ndn,Ctbp2
Ndn,Dazap2
Ndn,Nucb1
Ndn,Cacybp
Ndn,Hcfc1
Ndn,Cabp1
Ndn,Rufy2
Ndn,Med22
Ndn,Cdh4
Ndn,Lamb1
Ndn,Cdh5
Ndn,Cdh2
Ndn,Pcdh18
Ndn,Itgb5
Ndn,Ppfia3
Ndn,Dcbld2
Ndn,Nin
Ndn,Nefl
Ndn,Tuba1a
Ndn,Myl9
Ndn,Strn4
Ndn,Thoc5
Ndn,Tbrg1
Ndn,Tdp2
Ndn,Dner
Ndn,Ccm2
Ndn,Uqcrc1
Ndn,Huwe1
Ndn,Otub1
Ndn,Kif21b
Ndn,Copb2
Ndn,Dctn1
Ndn,Mcm10
Ndn,Ncaph
Ndn,Rpl28
Ndn,Ift57
Ndn,Hap1
Ndn,Ttc4
Ndn,Angptl2
Ndn,Rnf114
Ndn,Pex19
Ndn,Camk1
Ndn,Rcbtb2
Ndn,Chmp4b
Ndn,Chmp5
Ndn,Ddx24
Ndn,Tyw1
Ndn,Iffo2
Ndn,Mier2
Ndn,Iffo1
Ndn,Sobp
Ndn,Tbc1d9
Ndn,Mpnd
Ndn,2610301B20Rik
Ndn,Ncoa4
Ndn,Fez1
Ndn,Fez2
Ndn,Ntrk1
Ndn,Ngfr
Ndn,Ccar1
Ndn,Mdm2
Ndn,Rtn4
Ndn,Epas1
Ndn,Pias1
Ndn,Trp53
Ndn,Cys1
Ndn,Foxo1
Ndn,Sirt1
Ndn,Arnt
Ndn,Arnt2
Ndn,Arntl
Ndn,Hif1a
Ndn,Hnrnpu
Zp2,Acr
Cct5,Tcp1
Cct5,Rpap3
Cct5,Tbc1d17
Cct5,Cct3
Cct5,Cct6a
Cct5,Cul4a
Cct5,Igbp1
Cct5,Ppp2r2a
Cct5,Ppp2r2d
Cct5,Ppp4c
Cct5,Strn3
Cct5,Wdr82
Cct3,Cct2
Cct3,Copa
Cct3,Etfdh
Cct3,Ppp4r2
Cct3,Rap1b
Cct3,Ago3
Cct3,Farsb
Cct3,Hnrnpa0
Cct3,Igbp1
Cct3,Lrrc47
Cct3,Ppp4c
Cct3,Strn3
Cct3,Trim28
Cct3,Ubash3b
Cct3,Vars
Cct3,Wdr82
Cct3,Ppp2r2a
Cct3,Ppp2r2d
Cct7,Tcp1
Cct7,Cct4
Cct7,Eef1g
Cct7,Cct2
Cct7,Cct3
Cct7,Cct5
Cct7,Cct6a
Cct7,Igbp1
Cct7,Ppp2r2a
Cct7,Ppp2r2d
Cct7,Ppp4c
Cct7,Rcc1
Cct7,Stk24
Cct7,Strn3
Cct6a,Cct2
Cct6a,Cct5
Cct6a,Cct3
Tal1,Sin3a
Tal1,Hdac1
Tal1,Trim27
Tal1,Lmo3
Tal1,Gata1
Tal1,Ldb1
Tal1,Kdm1a
Tal1,Rcor2
Tal1,Kat2b
Sin3a,Hdac1
Sin3a,Smad4
Sin3a,Trp53
Sin3a,Nanog
Sin3a,Hdac2
Sin3a,Sp3
Sin3a,Mnt
Sin3a,Sin3b
Sin3a,Suds3
Sin3a,Cebpb
Sin3a,Gon4l
Sin3a,Yy1
Sin3a,Kdm5b
Sin3a,Per2
Sin3a,Sfpq
Sin3a,Etv6
Sin3a,Tet1
Sin3a,Arnt2
Sin3a,Cenpe
Sin3a,Deaf1
Sin3a,Efcab6
Sin3a,Nr4a3
Sin3a,Rbl1
Sin3a,Rbl2
Sin3a,Satb1
Sin3a,Smarca5
Sin3a,Smc2
Sin3a,Tcf7l2
Thbs2,Thbs1
Thbs2,Slit3
Thbs1,Thbs2
Thbs1,Cobll1
Thbs1,Fgb
Thbs1,Fgg
Thbs1,Obp2a
Thbs1,Serpinf2
Pura,E2f1
Pura,Ccna2
Pura,Ccne1
Pura,Ccnb1
Pura,Ccnd1
Pura,Ccnh
Pura,Cdk1
Pura,Cdk4
Pura,Hist1h1a
Pura,Acn9
Pura,Cdk5
Pura,Igsf8
Hras,Rin1
Hras,Raf1
Hras,Ralgds
Hras,Brap
Hras,Rgl3
Hras,Kndc1
Hras,Hspd1
Rin1,Ywhae
Rin1,Nebl
Ywhae,Rin1
Ywhae,Usp8
Ywhae,Ndel1
Ywhae,Nf1
Ywhae,Srcin1
Ywhae,Atat1
Ywhae,Rps3
Ywhae,Cep131
Ywhae,Rplp0
Ywhae,Inpp5e
Ywhae,Edc3
Ywhae,Slc25a5
Ywhae,Actr1a
Ywhae,Git1
Ywhae,Atp5a1
Ywhae,Atp5b
Ywhae,Acly
Ywhae,Capzb
Ywhae,Lars
Ywhae,Srgap2
Ywhae,Klc4
Ywhae,Homer1
Ywhae,Lancl2
Ywhae,Exoc4
Ywhae,Homer3
Ywhae,Igf2bp1
Ywhae,R3hdm2
Ywhae,Fus
Ywhae,Nuak1
Ywhae,Ina
Ywhae,Gm6316
Ywhae,Psma1
Ywhae,Dyrk1c
Ywhae,Dyrk1a
Ywhae,Gm6681
Ywhae,Gm5121
Ywhae,Trim28
Ywhae,Lrch2
Ywhae,Cep170
Ywhae,Rplp0-ps1
Ywhae,Gm8730
Ywhae,Gm9625
Ywhae,Gm14165
Ywhae,Lmo7
Ywhae,Vps9d1
Ywhae,Hsp90ab1
Ywhae,Pik3r2
Ywhae,Wdr37
Ywhae,Loh12cr1
Ywhae,Dclk1
Ywhae,Git2
Ywhae,Sfpq
Ywhae,Ywhag
Ywhae,Ctnnd1
Ywhae,Dock7
Ywhae,Sorbs2
Ywhae,Ogt
Ywhae,Fam188b
Ywhae,Eef1b2
Ywhae,Erc1
Ywhae,Rims2
Ywhae,Dmwd
Ywhae,Ewsr1
Ywhae,Gm6627
Ywhae,Kif5a
Ywhae,Mark1
Ywhae,Ksr1
Ywhae,Cbl
Ywhae,Irs1
Ywhae,Mark4
Ywhae,Gm10358
Ywhae,Gm3222
Ywhae,Gm2308
Ywhae,Gm3534
Ywhae,Gm2076
Ywhae,Gm4654
Ywhae,Gm4929
Ywhae,Gm10313
Ywhae,Gm2467
Ywhae,Gm2606
Ywhae,Gm5732
Ywhae,Gm2546
Ywhae,Gm5787
Ywhae,Gm15191
Ywhae,Gm9619
Ywhae,Gm3272
Ywhae,Gm9061
Ywhae,Gm5863
Ywhae,Gm9568
Ywhae,Gm11557
Ywhae,Gm5507
Ywhae,Gm8349
Ywhae,Gm8318
Ywhae,Gm4804
Ywhae,Gm12033
Ywhae,Gm6946
Ywhae,Gm12070
Ywhae,Gm7286
Ywhae,Gm8174
Ywhae,Gm10284
Ywhae,Gm3695
Ywhae,Gm4217
Ywhae,Gm16374
Ywhae,Gm3200
Ywhae,Gm12537
Ywhae,Gm4335
Ywhae,Gm8100
Ywhae,Gm4609
Ywhae,Gm7545
Ywhae,Gm10359
Ywhae,Gm2451
Ywhae,Gm9034
Ywhae,Gm8513
Ywhae,Gm6283
Ywhae,Gm4575
Ywhae,Gm11658
Ywhae,Gm8825
Ywhae,Gm7507
Ywhae,Gm14148
Ywhae,Gapdh
Ywhae,Gm9127
Ywhae,Gm10291
Ywhae,Gm7611
Ywhae,Gm13292
Ywhae,Gm4691
Ywhae,Gm2445
Ywhae,Gm3839
Ywhae,Gm9081
Ywhae,Gm12286
Ywhae,Gm7183
Ywhae,Gm7129
Ywhae,Gm10566
Ywhae,Gm10293
Ywhae,Gm8055
Ywhae,Gm7784
Ywhae,Gm16470
Ywhae,Gm10327
Ywhae,Gm12416
Ywhae,Gm2193
Ywhae,Gm11953
Ywhae,Gm3809
Ywhae,Gm3671
Ywhae,Gm5138
Ywhae,Gm6944
Ywhae,Gm20899
Ywhae,Gm2574
Ywhae,Gm7293
Ywhae,Gm5652
Ywhae,Gm10290
Ywhae,Gm13882
Ywhae,Gm14130
Ywhae,Gm5678
Ywhae,Cbr1
Ywhae,Pgam5
Ywhae,Msantd4
Ywhae,Dock8
Ywhae,Dbnl
